Country,Baseline.Num,Baseline.FT,Intervention.Num,Intervention.FT,Baseline.Rate,Intervention.Rate,site,age
Malawi,3,12,2,23.572602739726,0.25,0.0848442584844259,4,5-14
Malawi,0,12,4,23.6712328767123,0,0.168981481481482,19,5-14
Malawi,8,12,16,23.7698630136986,0.666666666666667,0.673121254034118,21,5-14
Malawi,5,12,29,23.7698630136986,0.416666666666667,1.22003227293684,36,5-14
Malawi,8,12,26,23.2767123287671,0.666666666666667,1.11699623352166,68,5-14
Malawi,9,12,10,23.9342465753425,0.75,0.417811355311355,79,5-14
Malawi,17,12,34,24,1.41666666666667,1.41666666666667,98,5-14
Malawi,9,12,14,23.9013698630137,0.75,0.585740486015589,101,5-14
Malawi,0,12,17,23.3095890410959,0,0.729313587212035,104,5-14
Malawi,7,12,16,23.7698630136986,0.583333333333333,0.673121254034118,110,5-14
Malawi,24,12,42,23.7369863013699,2,1.76939058171745,113,5-14
Malawi,2,12,6,23.8027397260274,0.166666666666667,0.25207182320442,135,5-14
Malawi,5,12,33,23.7698630136986,0.416666666666667,1.38831258644537,140,5-14
Malawi,14,12,23,23.9342465753425,1.16666666666667,0.960966117216116,144,5-14
Uganda,1,12,0,18.0164383561644,0.0833333333333333,0,6,5-14
Uganda,1,12,3,18.0493150684931,0.0833333333333333,0.166211293260474,9,5-14
Uganda,0,12,3,19.0356164383562,0,0.157599309153713,55,5-14
Uganda,3,12,4,17.0301369863014,0.25,0.234877734877734,60,5-14
Uganda,6,12,7,18.1479452054794,0.5,0.385718599033818,62,5-14
Uganda,2,12,0,17.9835616438356,0.166666666666667,0,64,5-14
Uganda,2,12,14,18.0493150684931,0.166666666666667,0.775652701882212,65,5-14
Uganda,0,12,1,14.9260273972603,0,0.0669970631424375,66,5-14
Uganda,2,12,7,18.0493150684931,0.166666666666667,0.387826350941106,73,5-14
Uganda,0,12,28,17.9506849315068,0,1.55982905982906,76,5-14
Uganda,0,12,9,16.8986301369863,0,0.532587548638132,94,5-14
Uganda,17,12,27,16.3397260273973,1.41666666666667,1.65241448692153,95,5-14
Uganda,1,12,19,18.5753424657534,0.0833333333333333,1.02286135693215,108,5-14
Uganda,1,12,7,18.0493150684931,0.0833333333333333,0.387826350941106,115,5-14
Uganda,6,12,18,17.0301369863014,0.5,1.05694980694981,116,5-14
Uganda,1,12,10,17.9506849315068,0.0833333333333333,0.557081807081809,128,5-14
Uganda,0,12,5,17.786301369863,0,0.281115218730746,129,5-14
Uganda,0,12,11,18.2465753424658,0,0.602852852852851,130,5-14
Uganda,1,12,3,17.4904109589041,0.0833333333333333,0.171522556390978,143,5-14
Tanzania,1,12,4,16.5369863013699,0.0833333333333333,0.241882041086812,58,5-14
Tanzania,13,12,4,15.9123287671233,1.08333333333333,0.25137741046832,87,5-14
Tanzania,6,12,26,27.7479452054795,0.5,0.937006319115324,72,5-14
Tanzania,2,12,4,19.3972602739726,0.166666666666667,0.206214689265537,99,5-14
Tanzania,7,12,3,15.9780821917808,0.583333333333333,0.187757201646091,61,5-14
Tanzania,7,12,8,15.2876712328767,0.583333333333333,0.523297491039427,139,5-14
Tanzania,19,12,11,15.8465753424658,1.58333333333333,0.694156293222683,91,5-14
Tanzania,0,12,3,15.813698630137,0,0.18970893970894,59,5-14
Tanzania,0,12,3,16.1095890410959,0,0.186224489795918,136,5-14
Tanzania,7,12,34,16.0109589041096,0.583333333333333,2.12354551676934,133,5-14
Tanzania,6,12,3,14.1698630136987,0.5,0.211716937354988,134,5-14
Tanzania,3,12,5,12.986301369863,0.25,0.385021097046414,22,5-14
Tanzania,15,12,20,15.9123287671233,1.25,1.2568870523416,56,5-14
Tanzania,8,12,9,15.9780821917808,0.666666666666667,0.563271604938272,112,5-14
Tanzania,2,12,9,12.4602739726027,0.166666666666667,0.722295514511873,7,5-14
